gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2023-04-11 10:42:35 +07,2023-04-11 10:42:35 +07,32,1.362,174.199997,35,58,1010,88116,0,0.91,0,0,0,1,4,7.5,2.549,185,3.996,236
2023-04-11 10:52:35 +07,2023-04-11 10:52:35 +07,32,1.344,232.100006,35,58,1010,76208,0,0.91,0,0,0,1,4,7.5,2.025,236,3.051,209
2023-04-11 11:02:35 +07,2023-04-11 11:02:35 +07,32,1.087,225.800003,36,57,1010,87872,0,0.91,0,0,0,1,4,7.4,2.034,223,3.468,232
2023-04-11 11:12:35 +07,2023-04-11 11:12:35 +07,32,0.986,206.399994,36,55,1010,92556,0,0.91,0,0,0,1,4,7.4,1.782,145,2.808,169
2023-04-11 11:22:35 +07,2023-04-11 11:22:35 +07,32,0.964,198.100006,36,54,1010,97415,0,0.91,0,0,0,1,4,7.5,2.051,156,2.801,175
2023-04-11 11:32:35 +07,2023-04-11 11:32:35 +07,32,1.233,267.100006,36,54,1009,98472,0,0.91,0,0,0,1,4,7.4,2.432,280,3.077,258
2023-04-11 11:42:35 +07,2023-04-11 11:42:35 +07,32,0.831,204.899994,37,54,1009,99726,0,0.91,0,0,0,1,4,7.4,2.564,276,3.543,212
2023-04-11 11:52:35 +07,2023-04-11 11:52:35 +07,32,1.197,239.899994,37,53,1009,97705,0,0.91,0,0,0,1,4,7.4,1.994,217,2.812,249
2023-04-11 12:02:35 +07,2023-04-11 12:02:35 +07,32,1.264,213.899994,37,53,1009,108223,0,0.91,0,0,0,1,3.9,7.4,2.395,173,3.686,162
2023-04-11 12:12:35 +07,2023-04-11 12:12:35 +07,32,1.103,204.5,37,53,1009,111082,0,0.91,0,0,0,1,3.9,7.4,2.284,170,3.369,159
2023-04-11 12:22:35 +07,2023-04-11 12:22:35 +07,32,0.971,187.100006,37,52,1009,110706,0,0.91,0,0,0,1,3.9,7.4,1.615,44,3.211,263
2023-04-11 12:32:35 +07,2023-04-11 12:32:35 +07,32,1.17,225.800003,37,52,1008,104479,0,0.91,0,0,0,1,3.9,7.4,2.166,253,3.363,146
2023-04-11 12:42:35 +07,2023-04-11 12:42:35 +07,32,1.41,182.600006,37,52,1008,109269,0,0.91,0,0,0,1,3.9,7.4,2.56,241,3.565,225
2023-04-11 12:52:35 +07,2023-04-11 12:52:35 +07,32,1.111,224,37,52,1008,98807,0,0.91,0,0,0,1,3.9,7.4,2.432,264,3.841,267
2023-04-11 13:02:35 +07,2023-04-11 13:02:35 +07,32,1.019,248.5,38,50,1008,108966,0,0.91,0,0,0,1,3.9,7.4,1.625,262,3.163,248
2023-04-11 13:12:35 +07,2023-04-11 13:12:35 +07,32,1.237,263.5,38,50,1008,94641,0,0.91,0,0,0,1,3.9,7.4,2.311,277,3.242,277
2023-04-11 13:22:35 +07,2023-04-11 13:22:35 +07,32,1.096,233.399994,38,49,1007,107624,0,0.91,0,0,0,1,3.9,7.4,2.069,241,3.031,174
2023-04-11 13:32:35 +07,2023-04-11 13:32:35 +07,32,1.122,224.399994,39,48,1007,105063,0,0.91,0,0,0,1,3.9,7.4,2.017,203,3.296,182
2023-04-11 13:42:35 +07,2023-04-11 13:42:35 +07,32,2.038,257.100006,38,49,1007,98048,0,0.91,0,0,0,1,3.9,7.4,3.328,288,4.408,297
2023-04-11 13:52:35 +07,2023-04-11 13:52:35 +07,32,0.787,204.199997,38,49,1007,106143,0,0.91,0,0,0,1,3.8,7.4,2.027,177,3.952,165
2023-04-11 14:02:35 +07,2023-04-11 14:02:35 +07,32,1.188,263.399994,39,47,1007,103862,0,0.91,0,0,0,1,3.8,7.4,2.082,280,2.954,199
2023-04-11 14:12:35 +07,2023-04-11 14:12:35 +07,32,0.953,207.800003,38,49,1006,69729,0,0.91,0,0,0,1,3.8,7.4,2.749,220,4.342,221
2023-04-11 14:22:35 +07,2023-04-11 14:22:35 +07,32,1.785,176.300003,38,49,1006,95716,0,0.91,0,0,0,1,3.8,7.4,2.447,158,4.578,167
2023-04-11 14:32:35 +07,2023-04-11 14:32:35 +07,32,1.519,241.699997,38,47,1006,88252,0,0.91,0,0,0,1,3.8,7.4,2.151,282,3.171,194
2023-04-11 14:42:35 +07,2023-04-11 14:42:35 +07,32,1.205,206.800003,39,47,1006,84259,0,0.91,0,0,0,1,3.8,7.4,2.485,205,3.519,225
2023-04-11 14:52:35 +07,2023-04-11 14:52:35 +07,32,1.239,247.600006,39,47,1006,85103,0,0.91,0,0,0,1,3.8,7.4,2.287,211,3.134,238
2023-04-11 15:02:35 +07,2023-04-11 15:02:35 +07,32,1.173,214.699997,39,46,1006,84078,0,0.91,0,0,0,1,3.8,7.4,2.002,188,3.443,166
2023-04-11 15:12:35 +07,2023-04-11 15:12:35 +07,32,1.005,210.399994,39,46,1005,76443,0,0.91,0,0,0,1,3.8,7.4,1.733,186,3.168,284
2023-04-11 15:22:35 +07,2023-04-11 15:22:35 +07,32,1.239,226.5,39,47,1005,70704,0,0.91,0,0,0,1,3.7,7.3,2.285,157,3.919,146
2023-04-11 15:32:35 +07,2023-04-11 15:32:35 +07,32,1.195,202.300003,39,46,1005,66532,0,0.91,0,0,0,1,3.8,7.4,2.62,167,3.291,164
2023-04-11 15:42:35 +07,2023-04-11 15:42:35 +07,32,0.866,169.800003,39,48,1005,63268,0,0.91,0,0,0,1,3.7,7.4,2.079,168,2.787,162
2023-04-11 15:52:35 +07,2023-04-11 15:52:35 +07,32,0.75,233.800003,40,46,1005,60358,0,0.91,0,0,0,1,3.8,7.4,1.373,249,2.556,226
2023-04-11 16:02:35 +07,2023-04-11 16:02:35 +07,32,1.216,214.600006,39,46,1005,55741,0,0.91,0,0,0,1,3.7,7.4,1.795,220,2.827,203
2023-04-11 16:12:35 +07,2023-04-11 16:12:35 +07,32,1.164,182.800003,39,47,1005,51390,0,0.91,0,0,0,1,3.8,7.4,2.565,187,4.318,145
2023-04-11 16:22:35 +07,2023-04-11 16:22:35 +07,32,1.278,196,39,48,1005,46450,0,0.91,0,0,0,1,3.8,7.4,2.281,228,3.881,213
2023-04-11 16:32:35 +07,2023-04-11 16:32:35 +07,32,1,218.100006,39,48,1005,38950,0,0.91,0,0,0,1,3.8,7.4,1.461,193,2.304,196
2023-04-11 16:42:35 +07,2023-04-11 16:42:35 +07,32,1.501,214,38,49,1005,32395,0,0.91,0,0,0,1,3.8,7.4,2.377,218,3.697,230
2023-04-11 16:52:35 +07,2023-04-11 16:52:35 +07,32,1.379,202.699997,38,50,1004,28795,0,0.91,0,0,0,1,3.8,7.4,2.232,177,3.229,155
2023-04-11 17:02:35 +07,2023-04-11 17:02:35 +07,32,0.911,217.300003,38,50,1005,24335,0,0.91,0,0,0,1,3.8,7.4,1.953,217,3.158,237
2023-04-11 17:12:35 +07,2023-04-11 17:12:35 +07,32,0.796,218,38,49,1005,20020,0,0.91,0,0,0,1,3.8,7.4,1.568,171,2.563,177
2023-04-11 17:22:35 +07,2023-04-11 17:22:35 +07,32,1.373,207.899994,37,50,1005,15872,0,0.91,0,0,0,1,3.8,7.4,2.442,190,3.529,181
2023-04-11 17:32:35 +07,2023-04-11 17:32:35 +07,32,1.146,197.100006,37,52,1005,12402,0,0.91,0,0,0,1,3.8,7.4,2.236,166,3.296,171
2023-04-11 17:42:35 +07,2023-04-11 17:42:35 +07,32,1.33,208,37,51,1005,9865,0,0.33,0,0,0,1,3.8,7.4,2.129,183,3.567,163
2023-04-11 17:52:35 +07,2023-04-11 17:52:35 +07,32,1.046,200.399994,36,52,1005,7781,0,0.11,0,0,0,1,3.8,7.4,2.566,192,4.357,193
2023-04-11 18:02:35 +07,2023-04-11 18:02:35 +07,32,1.029,205.100006,36,52,1005,5451,0,0.08,0,0,0,1,3.9,7.4,2.01,190,3.201,170
2023-04-11 18:12:35 +07,2023-04-11 18:12:35 +07,32,1.153,200.899994,36,53,1005,3524,0,0.06,0,0,0,1,3.9,7.5,1.949,180,2.923,165
2023-04-11 18:22:35 +07,2023-04-11 18:22:35 +07,32,1.186,207.600006,35,53,1005,1652,0,0.03,0,0,0,1,3.9,7.5,1.779,181,3.304,185
2023-04-11 18:32:35 +07,2023-04-11 18:32:35 +07,32,0.961,213.899994,35,54,1005,674,0,0.02,0,0,0,1,3.9,7.5,1.752,210,3.221,190
2023-04-11 18:42:35 +07,2023-04-11 18:42:35 +07,32,0.988,192.399994,34,55,1005,186,0,0.01,0,0,0,1,3.9,7.5,2.031,175,2.922,178
2023-04-11 18:52:35 +07,2023-04-11 18:52:35 +07,32,0.809,225.300003,34,56,1005,8,0,0.01,0,0,0,1,3.9,7.5,1.814,176,2.267,194
2023-04-11 19:02:35 +07,2023-04-11 19:02:35 +07,32,0.577,205.699997,34,57,1005,0,0,0.01,0,0,0,1,3.9,7.5,1.075,217,2.731,164
2023-04-11 19:12:35 +07,2023-04-11 19:12:35 +07,32,0.578,201,34,57,1005,0,0,0.01,0,0,0,1,3.9,7.5,1.145,201,2.776,98
2023-04-11 19:22:35 +07,2023-04-11 19:22:35 +07,32,0.826,186.899994,34,57,1005,0,0,0.01,0,0,0,1,3.9,7.5,1.488,208,2.877,158
2023-04-11 19:32:35 +07,2023-04-11 19:32:35 +07,32,0.779,196.600006,34,58,1005,0,0,0.01,0,0,0,1,3.9,7.5,1.808,176,2.9,150
2023-04-11 19:42:35 +07,2023-04-11 19:42:35 +07,32,0.895,172.399994,33,59,1006,0,0,0.01,0,0,0,1,3.9,7.5,1.912,170,3.591,158
2023-04-11 19:52:35 +07,2023-04-11 19:52:35 +07,32,1.409,166.199997,33,58,1006,0,0,0.01,0,0,0,1,3.9,7.5,2.784,175,4.097,167
2023-04-11 20:02:35 +07,2023-04-11 20:02:35 +07,32,1.153,174.199997,33,58,1006,0,0,0.01,0,0,0,1,3.9,7.5,2.189,172,3.102,178
2023-04-11 20:12:35 +07,2023-04-11 20:12:35 +07,32,0.882,154.199997,33,58,1006,0,0,0.01,0,0,0,1,3.9,7.5,2.007,165,3.476,176
2023-04-11 20:22:35 +07,2023-04-11 20:22:35 +07,32,0.701,131.899994,33,60,1006,0,0,0.01,0,0,0,1,3.9,7.5,1.677,146,2.612,112
2023-04-11 20:32:35 +07,2023-04-11 20:32:35 +07,32,1.221,143.5,32,61,1006,0,0,0.01,0,0,0,1,3.9,7.5,3.194,173,3.824,165
2023-04-11 20:42:35 +07,2023-04-11 20:42:35 +07,32,1.637,156.399994,32,61,1006,0,0,0.02,0,0,0,1,3.9,7.5,2.772,124,4.975,167
2023-04-11 20:52:35 +07,2023-04-11 20:52:35 +07,32,1.692,172.300003,32,60,1006,0,0,0.02,0,0,0,1,3.9,7.5,2.628,169,4.547,163
2023-04-11 21:02:35 +07,2023-04-11 21:02:35 +07,32,1.323,172.100006,32,61,1006,0,0,0.02,0,0,0,1,3.9,7.5,3.102,167,4.172,163
2023-04-11 21:12:35 +07,2023-04-11 21:12:35 +07,32,1.268,165.699997,32,62,1006,0,0,0.02,0,0,0,1,3.9,7.5,1.979,155,3.452,130
2023-04-11 21:22:35 +07,2023-04-11 21:22:35 +07,32,0.778,170.100006,32,63,1006,0,0,0.01,0,0,0,1,3.9,7.5,1.41,210,2.72,169
2023-04-11 21:32:35 +07,2023-04-11 21:32:35 +07,32,1.017,210,32,64,1006,0,0,0.01,0,0,0,1,3.9,7.5,1.881,224,3.243,212
2023-04-11 21:42:35 +07,2023-04-11 21:42:35 +07,32,0.599,218.100006,32,66,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.036,233,1.827,215
2023-04-11 21:52:35 +07,2023-04-11 21:52:35 +07,32,1.206,162.5,31,69,1007,0,0,0.02,0,0,0,1,3.9,7.5,2.07,170,3.673,159
2023-04-11 22:02:35 +07,2023-04-11 22:02:35 +07,32,1.017,133.100006,31,71,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.711,155,3.358,160
2023-04-11 22:12:35 +07,2023-04-11 22:12:35 +07,32,0.939,123.199997,31,72,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.838,176,3.56,141
2023-04-11 22:22:35 +07,2023-04-11 22:22:35 +07,32,0.969,137,31,73,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.843,176,3.384,180
2023-04-11 22:32:35 +07,2023-04-11 22:32:35 +07,32,1.142,152.300003,31,74,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.813,170,3.206,199
2023-04-11 22:42:35 +07,2023-04-11 22:42:35 +07,32,1.017,167.199997,31,74,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.557,151,2.753,172
2023-04-11 22:52:35 +07,2023-04-11 22:52:35 +07,32,0.537,157.5,31,75,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.014,183,2.797,157
2023-04-11 23:02:35 +07,2023-04-11 23:02:35 +07,32,0.567,129.600006,30,75,1007,0,0,0.02,0,0,0,1,3.9,7.6,0.991,169,1.555,196
2023-04-11 23:12:35 +07,2023-04-11 23:12:35 +07,32,0.576,120.800003,30,76,1007,0,0,0.02,0,0,0,1,3.9,7.6,0.989,159,2.363,211
2023-04-11 23:22:35 +07,2023-04-11 23:22:35 +07,32,0.739,146,30,76,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.213,177,1.898,235
2023-04-11 23:32:35 +07,2023-04-11 23:32:35 +07,32,0.57,121,30,76,1007,0,0,0.02,0,0,0,1,3.9,7.6,0.675,124,1.16,152
2023-04-11 23:42:35 +07,2023-04-11 23:42:35 +07,32,0.674,102.099998,30,77,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.815,126,1.097,143
2023-04-11 23:52:35 +07,2023-04-11 23:52:35 +07,32,0.743,94.199997,30,78,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.992,118,1.42,128
2023-04-12 00:02:35 +07,2023-04-12 00:02:35 +07,32,0.743,91.400002,30,78,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.831,100,1.107,117
2023-04-12 00:12:35 +07,2023-04-12 00:12:35 +07,32,0.638,97,30,78,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.974,130,2.06,160
2023-04-12 00:22:35 +07,2023-04-12 00:22:35 +07,32,0.787,93.199997,30,77,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.134,125,1.843,140
2023-04-12 00:32:35 +07,2023-04-12 00:32:35 +07,32,0.613,96.800003,30,77,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.863,106,1.54,129
2023-04-12 00:42:35 +07,2023-04-12 00:42:35 +07,32,0.616,111.900002,30,77,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.717,94,1.134,104
2023-04-12 00:52:35 +07,2023-04-12 00:52:35 +07,32,0.626,96.599998,30,77,1006,0,0,0.01,0,0,0,1,3.8,7.6,0.842,108,1.619,119
2023-04-12 01:02:35 +07,2023-04-12 01:02:35 +07,32,0.748,100.300003,29,78,1006,0,0,0.01,0,0,0,1,3.9,7.6,0.946,90,1.846,141
2023-04-12 01:12:35 +07,2023-04-12 01:12:35 +07,32,0.83,96.400002,29,78,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.38,120,2.668,149
2023-04-12 01:22:35 +07,2023-04-12 01:22:35 +07,32,0.885,116.099998,29,78,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.451,144,2.59,168
2023-04-12 01:32:35 +07,2023-04-12 01:32:35 +07,32,0.658,113.699997,30,77,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.198,125,1.905,151
2023-04-12 01:42:35 +07,2023-04-12 01:42:35 +07,32,0.651,117.199997,30,78,1006,0,0,0.01,0,0,0,1,3.9,7.6,0.966,127,1.553,140
2023-04-12 01:52:35 +07,2023-04-12 01:52:35 +07,32,0.734,123.300003,29,78,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.413,151,2.457,205
2023-04-12 02:02:35 +07,2023-04-12 02:02:35 +07,32,0.696,101.599998,29,79,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.094,140,2.174,134
2023-04-12 02:12:35 +07,2023-04-12 02:12:35 +07,32,0.799,105.400002,29,80,1006,0,0,0.01,0,0,0,1,3.8,7.6,1.018,122,2.134,169
2023-04-12 02:22:35 +07,2023-04-12 02:22:35 +07,32,0.743,91,29,80,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.14,92,2.316,121
2023-04-12 02:32:35 +07,2023-04-12 02:32:35 +07,32,0.939,121.599998,29,81,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.719,117,3.61,134
2023-04-12 02:42:35 +07,2023-04-12 02:42:35 +07,32,1.128,103.900002,29,81,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.891,118,3.084,150
2023-04-12 02:52:35 +07,2023-04-12 02:52:35 +07,32,0.878,101.900002,29,81,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.298,127,2.408,148
2023-04-12 03:02:35 +07,2023-04-12 03:02:35 +07,32,1.582,133.800003,29,81,1006,0,0,0.01,0,0,0,1,3.9,7.6,3.097,167,4.713,158
2023-04-12 03:12:35 +07,2023-04-12 03:12:35 +07,32,1.1,99,29,82,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.973,145,2.355,162
2023-04-12 03:22:35 +07,2023-04-12 03:22:35 +07,32,1.039,86.199997,29,82,1005,0,0,0.01,0,0,0,1,3.9,7.6,1.772,133,2.543,168
2023-04-12 03:32:35 +07,2023-04-12 03:32:35 +07,32,1.107,92.300003,29,83,1005,0,0,0.01,0,0,0,1,3.9,7.6,1.834,122,3.11,130
2023-04-12 03:42:35 +07,2023-04-12 03:42:35 +07,32,1.281,101.800003,29,83,1005,0,0,0.01,0,0,0,1,3.9,7.6,1.913,126,2.715,97
2023-04-12 03:52:35 +07,2023-04-12 03:52:35 +07,32,1.341,103.800003,29,84,1005,0,0,0.01,0,0,0,1,3.9,7.6,2.169,150,2.88,146
2023-04-12 04:02:35 +07,2023-04-12 04:02:35 +07,32,1.178,104.099998,29,84,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.853,116,2.495,122
2023-04-12 04:12:35 +07,2023-04-12 04:12:35 +07,32,1.212,95.800003,29,85,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.83,132,2.995,153
2023-04-12 04:22:35 +07,2023-04-12 04:22:35 +07,32,1.232,100.599998,29,85,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.69,85,3.297,155
2023-04-12 04:32:35 +07,2023-04-12 04:32:35 +07,32,1.449,130.399994,29,85,1006,0,0,0.01,0,0,0,1,3.8,7.6,2.241,170,3.346,185
2023-04-12 04:42:35 +07,2023-04-12 04:42:35 +07,32,1.272,114.599998,29,86,1006,0,0,0.01,0,0,0,1,3.9,7.6,2.082,156,2.663,131
2023-04-12 04:52:35 +07,2023-04-12 04:52:35 +07,32,1.293,100.5,29,86,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.748,106,2.937,140
2023-04-12 05:02:35 +07,2023-04-12 05:02:35 +07,32,1.235,111.300003,29,86,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.654,146,2.745,151
2023-04-12 05:12:35 +07,2023-04-12 05:12:35 +07,32,1.083,93.599998,29,86,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.455,111,2.204,193
2023-04-12 05:22:35 +07,2023-04-12 05:22:35 +07,32,0.89,80.699997,29,86,1006,0,0,0.01,0,0,0,1,3.8,7.6,1.124,113,1.501,196
2023-04-12 05:32:35 +07,2023-04-12 05:32:35 +07,32,1.018,74.800003,29,87,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.504,69,2.255,74
2023-04-12 05:42:35 +07,2023-04-12 05:42:35 +07,32,1.027,72.099998,28,87,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.41,61,2.052,38
2023-04-12 05:52:35 +07,2023-04-12 05:52:35 +07,32,1.386,72.300003,28,88,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.874,72,2.645,71
2023-04-12 06:02:35 +07,2023-04-12 06:02:35 +07,32,1.501,75.099998,28,88,1007,68,0,0.01,0,0,0,1,3.9,7.6,2.188,67,2.733,54
2023-04-12 06:12:35 +07,2023-04-12 06:12:35 +07,32,1.529,71.699997,28,89,1007,373,0,0.01,0,0,0,1,3.9,7.6,2.074,67,2.812,64
2023-04-12 06:22:35 +07,2023-04-12 06:22:35 +07,32,1.039,72.800003,28,89,1007,989,0,0.02,0,0,0,1,3.8,7.6,1.298,73,1.987,67
2023-04-12 06:32:35 +07,2023-04-12 06:32:35 +07,32,1.249,72.5,28,89,1007,2075,0,0.04,0,0,0,1,3.9,7.6,1.866,71,2.546,74
2023-04-12 06:42:35 +07,2023-04-12 06:42:35 +07,32,1.14,75.699997,28,89,1007,3587,0,0.07,0,0,0,1,3.9,7.6,1.561,85,2.366,94
2023-04-12 06:52:35 +07,2023-04-12 06:52:35 +07,32,1.226,74.199997,29,89,1007,5170,0,0.1,0,0,0,1,3.9,7.6,1.609,70,2.359,100
2023-04-12 07:02:35 +07,2023-04-12 07:02:35 +07,32,1.05,77,29,88,1007,6868,0,0.13,0,0,0,1,3.9,7.6,1.459,73,1.92,100
2023-04-12 07:12:35 +07,2023-04-12 07:12:35 +07,32,1.63,72.5,29,87,1007,8954,0,0.16,0,0,0,1,3.9,7.6,2.175,68,2.736,73
2023-04-12 07:22:35 +07,2023-04-12 07:22:35 +07,32,1.603,72.099998,29,86,1008,11151,0,0.2,0,0,0,1,3.9,7.6,2.189,72,2.792,69
2023-04-12 07:32:35 +07,2023-04-12 07:32:35 +07,32,1.219,76,29,85,1008,13535,0,0.23,0,0,0,1,3.9,7.6,1.968,78,2.62,66
2023-04-12 07:42:35 +07,2023-04-12 07:42:35 +07,32,1.245,73.800003,30,82,1008,16087,0,0.26,0,0,0,1,3.9,7.6,2.041,76,2.915,73
2023-04-12 07:52:35 +07,2023-04-12 07:52:35 +07,32,1.676,72.199997,30,83,1008,16876,0,0.28,0,0,0,1,3.9,7.6,2.44,71,3.615,71
2023-04-12 08:02:35 +07,2023-04-12 08:02:35 +07,32,1.653,77.900002,30,83,1008,20024,0,0.3,0,0,0,1,3.9,7.6,2.018,61,2.896,77
2023-04-12 08:12:35 +07,2023-04-12 08:12:35 +07,32,1.188,85.699997,30,82,1008,24447,0,0.37,0,0,0,1,3.9,7.6,2.253,68,2.788,55
2023-04-12 08:22:35 +07,2023-04-12 08:22:35 +07,32,0.84,81.900002,31,78,1008,30120,0,0.43,0,0,0,1,4,7.5,1.618,166,3.037,199
2023-04-12 08:32:35 +07,2023-04-12 08:32:35 +07,32,1.364,99.400002,32,77,1009,35853,0,0.47,0,0,0,1,4,7.5,1.887,130,2.822,134
2023-04-12 08:42:35 +07,2023-04-12 08:42:35 +07,32,1.085,84.199997,32,76,1009,36664,0,0.47,0,0,0,1,4,7.5,2.091,113,3.081,77
2023-04-12 08:52:35 +07,2023-04-12 08:52:35 +07,32,1.67,121.199997,32,76,1009,25750,0,0.42,0,0,0,1,3.9,7.5,2.784,161,3.588,127
2023-04-12 09:02:35 +07,2023-04-12 09:02:35 +07,32,1.498,136.600006,32,76,1009,30662,0,0.48,0,0,0,1,3.9,7.5,3.153,142,4.19,148
2023-04-12 09:12:35 +07,2023-04-12 09:12:35 +07,32,0.994,113,32,75,1009,33305,0,0.46,0,0,0,1,3.9,7.5,1.993,126,3.774,138
2023-04-12 09:22:35 +07,2023-04-12 09:22:35 +07,32,1.507,122.199997,33,72,1009,39683,0,0.51,0,0,0,1,3.9,7.5,3.16,161,4.619,180
2023-04-12 09:32:35 +07,2023-04-12 09:32:35 +07,32,1.391,120.099998,33,72,1009,36152,0,0.52,0,0,0,1,3.9,7.5,3.415,167,4.548,173
2023-04-12 09:42:35 +07,2023-04-12 09:42:35 +07,32,0.976,170.100006,33,70,1009,27056,0,0.57,0,0,0,1,3.9,7.5,2.128,174,3.832,164
2023-04-12 09:52:35 +07,2023-04-12 09:52:35 +07,32,1.222,131.199997,33,68,1009,55689,0,0.91,0,0,0,1,3.9,7.5,1.8,149,3.026,128
2023-04-12 10:02:35 +07,2023-04-12 10:02:35 +07,32,1.063,161.600006,34,67,1009,60471,0,0.98,0,0,0,1,4,7.5,2.06,164,3.369,208
2023-04-12 10:12:35 +07,2023-04-12 10:12:35 +07,32,1.173,174,34,65,1009,56874,0,0.98,0,0,0,1,3.9,7.5,1.807,182,3.032,161
2023-04-12 10:22:35 +07,2023-04-12 10:22:35 +07,32,1.342,186.600006,34,66,1009,47620,0,0.98,0,0,0,1,3.9,7.5,1.985,212,3.308,170
2023-04-12 10:32:35 +07,2023-04-12 10:32:35 +07,32,1.167,154.399994,34,67,1009,25299,0,0.98,0,0,0,1,3.9,7.5,2.317,159,3.374,201
2023-04-12 10:42:35 +07,2023-04-12 10:42:35 +07,32,0.906,156,34,66,1009,38071,0,0.85,0,0,0,1,3.9,7.5,1.896,145,3.756,160
2023-04-12 10:52:35 +07,2023-04-12 10:52:35 +07,32,1.032,169.899994,34,65,1009,68606,0,1.14,0,0,0,1,3.9,7.5,2.973,167,3.935,170
2023-04-12 11:02:35 +07,2023-04-12 11:02:35 +07,32,1.483,162,35,63,1009,86697,0,1.22,0,0,0,1,3.9,7.5,3.318,163,4.063,165
2023-04-12 11:12:35 +07,2023-04-12 11:12:35 +07,32,1.341,153.300003,35,63,1008,98536,0,1.22,0,0,0,1,3.9,7.5,2.72,173,3.755,172
2023-04-12 11:22:35 +07,2023-04-12 11:22:35 +07,32,1.173,194,36,60,1008,71900,0,1.22,0,0,0,1,3.9,7.5,2.108,181,3.564,170
2023-04-12 11:32:35 +07,2023-04-12 11:32:35 +07,32,1.33,162.800003,35,62,1008,74362,0,1.22,0,0,0,1,3.9,7.5,2.799,154,3.785,147
2023-04-12 11:42:35 +07,2023-04-12 11:42:35 +07,32,1.05,211,36,61,1008,58560,0,1.22,0,0,0,1,3.9,7.5,1.815,200,2.59,234
2023-04-12 11:52:35 +07,2023-04-12 11:52:35 +07,32,1.312,238.399994,36,60,1008,66691,0,1.22,0,0,0,1,3.9,7.4,2.028,200,3.522,248
2023-04-12 12:02:35 +07,2023-04-12 12:02:35 +07,32,1.498,244.699997,36,59,1008,83441,0,1.22,0,0,0,1,3.9,7.4,2.489,285,3.358,162
2023-04-12 12:12:35 +07,2023-04-12 12:12:35 +07,32,1.218,220.800003,36,58,1007,99026,0,1.22,0,0,0,1,3.9,7.4,2.345,211,3.126,176
2023-04-12 12:22:35 +07,2023-04-12 12:22:35 +07,32,0.856,236.100006,37,57,1007,108570,0,1.22,0,0,0,1,3.9,7.4,1.346,256,2.842,230
2023-04-12 12:32:35 +07,2023-04-12 12:32:35 +07,32,1.294,226.5,37,55,1007,106046,0,1.22,0,0,0,1,3.9,7.4,1.824,266,3.402,156
2023-04-12 12:42:35 +07,2023-04-12 12:42:35 +07,32,1.264,244.300003,37,56,1007,82074,0,1.22,0,0,0,1,3.9,7.4,1.985,185,3.019,104
2023-04-12 12:52:35 +07,2023-04-12 12:52:35 +07,32,1.405,198.899994,37,56,1007,100893,0,1.22,0,0,0,1,3.9,7.4,2.56,170,3.91,157
2023-04-12 13:02:35 +07,2023-04-12 13:02:35 +07,32,1.107,184.800003,37,55,1006,95977,0,1.22,0,0,0,1,3.9,7.4,2.135,161,3.321,193
2023-04-12 13:12:35 +07,2023-04-12 13:12:35 +07,32,1.634,204.699997,37,56,1006,104720,0,1.22,0,0,0,1,3.9,7.4,2.817,199,4.555,217
2023-04-12 13:22:35 +07,2023-04-12 13:22:35 +07,32,1.6,174,37,56,1006,104723,0,1.22,0,0,0,1,3.8,7.4,2.647,183,4.578,162
